@timestamp,system.load.1,system.load.15,system.load.5,system.load.cores,system.load.norm.1,system.load.norm.15,system.load.norm.5
"July 14th 2018, 18:57:58.876",4.22,2.15,2.99,4,1.055,0.538,0.748
"July 14th 2018, 18:57:48.876",4.62,2.15,3.03,4,1.155,0.538,0.758
"July 14th 2018, 18:57:40.771",5.46,2.17,3.13,4,1.365,0.543,0.783
"July 14th 2018, 18:57:38.876",5.46,2.17,3.13,4,1.365,0.543,0.783
"July 14th 2018, 18:57:28.876",6.17,2.18,3.19,4,1.543,0.545,0.798
"July 14th 2018, 18:57:18.876",7.29,2.2,3.3,4,1.823,0.55,0.825
"July 14th 2018, 18:57:08.876",8.24,2.21,3.34,4,2.06,0.553,0.835
"July 14th 2018, 18:56:58.876",9.74,2.23,3.45,4,2.435,0.558,0.863
"July 14th 2018, 18:56:48.876",5.74,1.92,2.51,4,1.435,0.48,0.628
"July 14th 2018, 18:56:40.771",4.05,1.78,2.1,4,1.013,0.445,0.525
"July 14th 2018, 18:56:38.876",4.05,1.78,2.1,4,1.013,0.445,0.525
"July 14th 2018, 18:56:28.876",2.91,1.69,1.81,4,0.728,0.423,0.453
"July 14th 2018, 18:56:18.876",3.45,1.7,1.87,4,0.863,0.425,0.468
"July 14th 2018, 18:56:08.876",3.46,1.69,1.82,4,0.865,0.423,0.455
"July 14th 2018, 18:55:58.876",2.09,1.58,1.49,4,0.523,0.395,0.373
"July 14th 2018, 18:55:48.876",0.39,1.48,1.17,4,0.098,0.37,0.293
"July 14th 2018, 18:55:40.771",0.46,1.49,1.21,4,0.115,0.373,0.303
"July 14th 2018, 18:55:38.876",0.46,1.49,1.21,4,0.115,0.373,0.303
"July 14th 2018, 18:55:28.876",0.45,1.51,1.23,4,0.113,0.378,0.308
"July 14th 2018, 18:55:18.876",0.43,1.52,1.26,4,0.108,0.38,0.315
"July 14th 2018, 18:55:08.876",0.42,1.53,1.28,4,0.105,0.383,0.32
"July 14th 2018, 18:54:58.876",0.4,1.54,1.31,4,0.1,0.385,0.328
"July 14th 2018, 18:54:48.876",0.47,1.56,1.35,4,0.118,0.39,0.338
"July 14th 2018, 18:54:40.771",0.47,1.57,1.38,4,0.118,0.393,0.345
"July 14th 2018, 18:54:38.876",0.47,1.57,1.38,4,0.118,0.393,0.345
"July 14th 2018, 18:54:28.876",0.56,1.59,1.43,4,0.14,0.398,0.358
"July 14th 2018, 18:54:18.876",0.66,1.6,1.48,4,0.165,0.4,0.37
"July 14th 2018, 18:54:08.876",0.6,1.61,1.5,4,0.15,0.403,0.375
"July 14th 2018, 18:53:58.876",0.72,1.63,1.55,4,0.18,0.408,0.388
"July 14th 2018, 18:53:48.876",0.66,1.63,1.57,4,0.165,0.408,0.393
"July 14th 2018, 18:53:40.771",0.78,1.65,1.62,4,0.195,0.413,0.405
"July 14th 2018, 18:53:38.876",0.78,1.65,1.62,4,0.195,0.413,0.405
"July 14th 2018, 18:53:28.876",0.92,1.67,1.68,4,0.23,0.418,0.42
"July 14th 2018, 18:53:18.876",1.08,1.69,1.74,4,0.27,0.423,0.435
"July 14th 2018, 18:53:08.876",1.19,1.7,1.78,4,0.298,0.425,0.445
"July 14th 2018, 18:52:58.876",1.4,1.72,1.84,4,0.35,0.43,0.46
"July 14th 2018, 18:52:48.876",1.39,1.72,1.85,4,0.348,0.43,0.463
"July 14th 2018, 18:52:40.771",1.64,1.74,1.91,4,0.41,0.435,0.478
"July 14th 2018, 18:52:38.876",1.64,1.74,1.91,4,0.41,0.435,0.478
"July 14th 2018, 18:52:28.876",1.94,1.76,1.98,4,0.485,0.44,0.495
"July 14th 2018, 18:52:18.876",2.29,1.78,2.05,4,0.573,0.445,0.513
"July 14th 2018, 18:52:08.876",2.62,1.8,2.1,4,0.655,0.45,0.525
"July 14th 2018, 18:51:58.876",3.1,1.82,2.17,4,0.775,0.455,0.543
"July 14th 2018, 18:51:48.876",3.66,1.84,2.25,4,0.915,0.46,0.563
"July 14th 2018, 18:51:40.771",0.5,1.62,1.58,4,0.125,0.405,0.395
"July 14th 2018, 18:51:38.876",0.5,1.62,1.58,4,0.125,0.405,0.395
"July 14th 2018, 18:51:28.876",0.5,1.63,1.62,4,0.125,0.408,0.405
"July 14th 2018, 18:51:18.876",0.59,1.65,1.68,4,0.148,0.413,0.42
"July 14th 2018, 18:51:08.876",0.62,1.66,1.72,4,0.155,0.415,0.43
"July 14th 2018, 18:50:58.876",0.64,1.68,1.76,4,0.16,0.42,0.44
"July 14th 2018, 18:50:48.876",0.66,1.69,1.8,4,0.165,0.423,0.45
"July 14th 2018, 18:50:40.771",0.78,1.71,1.86,4,0.195,0.428,0.465
"July 14th 2018, 18:50:38.876",0.78,1.71,1.86,4,0.195,0.428,0.465
"July 14th 2018, 18:50:28.876",0.93,1.73,1.93,4,0.233,0.433,0.483
"July 14th 2018, 18:50:18.876",1.09,1.75,1.99,4,0.273,0.438,0.498
"July 14th 2018, 18:50:08.876",1.29,1.77,2.06,4,0.323,0.443,0.515
"July 14th 2018, 18:49:58.876",0.83,1.74,2,4,0.208,0.435,0.5
"July 14th 2018, 18:49:48.876",0.9,1.76,2.05,4,0.225,0.44,0.513
"July 14th 2018, 18:49:40.771",0.97,1.77,2.1,4,0.243,0.443,0.525
"July 14th 2018, 18:49:38.876",0.97,1.77,2.1,4,0.243,0.443,0.525
"July 14th 2018, 18:49:28.876",1.06,1.78,2.16,4,0.265,0.445,0.54
"July 14th 2018, 18:49:18.876",1.17,1.8,2.21,4,0.293,0.45,0.553
"July 14th 2018, 18:49:08.876",1.1,1.8,2.24,4,0.275,0.45,0.56
"July 14th 2018, 18:48:58.876",1.12,1.81,2.28,4,0.28,0.453,0.57
"July 14th 2018, 18:48:48.876",1.14,1.82,2.33,4,0.285,0.455,0.583
"July 14th 2018, 18:48:40.771",1.35,1.84,2.4,4,0.338,0.46,0.6
"July 14th 2018, 18:48:38.876",1.35,1.84,2.4,4,0.338,0.46,0.6
"July 14th 2018, 18:48:28.876",1.59,1.86,2.49,4,0.398,0.465,0.623
"July 14th 2018, 18:48:18.876",1.88,1.88,2.57,4,0.47,0.47,0.643
"July 14th 2018, 18:48:08.876",2.22,1.9,2.66,4,0.555,0.475,0.665
"July 14th 2018, 18:47:58.876",2.63,1.92,2.75,4,0.658,0.48,0.688
"July 14th 2018, 18:47:48.876",3.11,1.94,2.85,4,0.778,0.485,0.713
"July 14th 2018, 18:47:40.771",3.2,1.94,2.86,4,0.8,0.485,0.715
"July 14th 2018, 18:47:38.876",3.2,1.94,2.86,4,0.8,0.485,0.715
"July 14th 2018, 18:47:28.876",3.78,1.96,2.95,4,0.945,0.49,0.738
"July 14th 2018, 18:47:18.876",4.47,1.98,3.06,4,1.118,0.495,0.765
"July 14th 2018, 18:47:08.876",4.93,1.98,3.09,4,1.233,0.495,0.773
"July 14th 2018, 18:46:58.876",5.83,2,3.2,4,1.458,0.5,0.8
"July 14th 2018, 18:46:48.876",6.89,2.02,3.31,4,1.723,0.505,0.828
"July 14th 2018, 18:46:40.771",8.14,2.05,3.42,4,2.035,0.513,0.855
"July 14th 2018, 18:46:38.876",8.14,2.05,3.42,4,2.035,0.513,0.855
"July 14th 2018, 18:46:28.876",7.14,1.92,3.08,4,1.785,0.48,0.77
"July 14th 2018, 18:46:18.876",4.27,1.69,2.4,4,1.068,0.423,0.6
"July 14th 2018, 18:46:08.876",1.55,1.51,1.83,4,0.388,0.378,0.458
"July 14th 2018, 18:45:58.876",0.8,1.46,1.7,4,0.2,0.365,0.425
"July 14th 2018, 18:45:48.877",0.94,1.48,1.76,4,0.235,0.37,0.44
"July 14th 2018, 18:45:40.771",1.11,1.5,1.82,4,0.278,0.375,0.455
"July 14th 2018, 18:45:38.876",1.11,1.5,1.82,4,0.278,0.375,0.455
"July 14th 2018, 18:45:28.876",1.22,1.51,1.87,4,0.305,0.378,0.468
"July 14th 2018, 18:45:18.876",1.44,1.52,1.93,4,0.36,0.38,0.483
"July 14th 2018, 18:45:08.876",1.7,1.54,2,4,0.425,0.385,0.5
"July 14th 2018, 18:44:58.876",2.01,1.56,2.07,4,0.503,0.39,0.518
"July 14th 2018, 18:44:48.876",1.65,1.53,2,4,0.413,0.383,0.5
"July 14th 2018, 18:44:40.771",1.86,1.54,2.05,4,0.465,0.385,0.513
"July 14th 2018, 18:44:38.876",1.86,1.54,2.05,4,0.465,0.385,0.513
"July 14th 2018, 18:44:28.876",2.01,1.55,2.09,4,0.503,0.388,0.523
"July 14th 2018, 18:44:18.876",2.2,1.55,2.12,4,0.55,0.388,0.53
"July 14th 2018, 18:44:08.876",2.51,1.57,2.18,4,0.628,0.393,0.545
"July 14th 2018, 18:43:58.876",2.87,1.58,2.24,4,0.718,0.395,0.56
"July 14th 2018, 18:43:48.876",3.39,1.6,2.31,4,0.848,0.4,0.578
"July 14th 2018, 18:43:40.771",3.75,1.6,2.34,4,0.938,0.4,0.585
"July 14th 2018, 18:43:38.876",3.75,1.6,2.34,4,0.938,0.4,0.585
"July 14th 2018, 18:43:28.876",4.43,1.61,2.42,4,1.108,0.403,0.605
"July 14th 2018, 18:43:18.876",5.24,1.63,2.51,4,1.31,0.408,0.628
"July 14th 2018, 18:43:08.876",6.19,1.65,2.59,4,1.548,0.413,0.648
"July 14th 2018, 18:42:58.876",7.31,1.67,2.68,4,1.828,0.418,0.67
"July 14th 2018, 18:42:48.876",8.64,1.69,2.77,4,2.16,0.423,0.693
"July 14th 2018, 18:42:40.771",9.93,1.69,2.82,4,2.483,0.423,0.705
"July 14th 2018, 18:42:38.876",9.93,1.69,2.82,4,2.483,0.423,0.705
"July 14th 2018, 18:42:28.876",0.37,1.06,0.85,4,0.093,0.265,0.213
"July 14th 2018, 18:42:18.876",0.44,1.07,0.88,4,0.11,0.268,0.22
"July 14th 2018, 18:42:08.876",0.52,1.08,0.91,4,0.13,0.27,0.228
"July 14th 2018, 18:41:58.876",0.34,1.07,0.89,4,0.085,0.268,0.223
"July 14th 2018, 18:41:48.876",0.4,1.09,0.92,4,0.1,0.273,0.23
"July 14th 2018, 18:41:40.771",0.48,1.1,0.95,4,0.12,0.275,0.238
"July 14th 2018, 18:41:38.876",0.48,1.1,0.95,4,0.12,0.275,0.238
"July 14th 2018, 18:41:28.876",0.57,1.11,0.99,4,0.143,0.278,0.248
"July 14th 2018, 18:41:18.876",0.58,1.12,1,4,0.145,0.28,0.25
"July 14th 2018, 18:41:08.876",0.31,1.11,0.97,4,0.078,0.278,0.243
"July 14th 2018, 18:40:58.876",0.37,1.12,1,4,0.093,0.28,0.25
"July 14th 2018, 18:40:48.876",0.43,1.13,1.04,4,0.108,0.283,0.26
"July 14th 2018, 18:40:40.771",0.51,1.15,1.07,4,0.128,0.288,0.268
"July 14th 2018, 18:40:38.876",0.51,1.15,1.07,4,0.128,0.288,0.268
"July 14th 2018, 18:40:28.876",0.61,1.16,1.11,4,0.153,0.29,0.278
"July 14th 2018, 18:40:18.876",0.43,1.16,1.1,4,0.108,0.29,0.275
"July 14th 2018, 18:40:08.876",0.51,1.17,1.14,4,0.128,0.293,0.285
"July 14th 2018, 18:39:58.876",0.51,1.18,1.16,4,0.128,0.295,0.29
"July 14th 2018, 18:39:48.876",0.41,1.18,1.16,4,0.103,0.295,0.29
"July 14th 2018, 18:39:40.771",0.14,1.17,1.13,4,0.035,0.293,0.283
"July 14th 2018, 18:39:38.876",0.14,1.17,1.13,4,0.035,0.293,0.283
"July 14th 2018, 18:39:28.876",0.16,1.18,1.17,4,0.04,0.295,0.293
"July 14th 2018, 18:39:18.876",0.19,1.2,1.21,4,0.048,0.3,0.303
"July 14th 2018, 18:39:08.876",0.23,1.21,1.26,4,0.058,0.303,0.315
"July 14th 2018, 18:38:58.876",0.27,1.22,1.3,4,0.068,0.305,0.325
"July 14th 2018, 18:38:48.876",0.32,1.24,1.34,4,0.08,0.31,0.335
"July 14th 2018, 18:38:40.771",0.38,1.25,1.39,4,0.095,0.313,0.348
"July 14th 2018, 18:38:38.876",0.38,1.25,1.39,4,0.095,0.313,0.348
"July 14th 2018, 18:38:28.876",0.36,1.26,1.42,4,0.09,0.315,0.355
"July 14th 2018, 18:38:18.876",0.42,1.27,1.47,4,0.105,0.318,0.368
"July 14th 2018, 18:38:08.876",0.5,1.29,1.52,4,0.125,0.323,0.38
"July 14th 2018, 18:37:58.876",0.59,1.3,1.57,4,0.148,0.325,0.393
"July 14th 2018, 18:37:48.876",0.7,1.32,1.63,4,0.175,0.33,0.408
"July 14th 2018, 18:37:40.771",0.54,1.31,1.63,4,0.135,0.328,0.408
"July 14th 2018, 18:37:38.876",0.54,1.31,1.63,4,0.135,0.328,0.408
"July 14th 2018, 18:37:28.876",0.55,1.32,1.67,4,0.138,0.33,0.418
"July 14th 2018, 18:37:18.876",0.65,1.34,1.73,4,0.163,0.335,0.433
"July 14th 2018, 18:37:08.876",0.77,1.35,1.79,4,0.193,0.338,0.448
"July 14th 2018, 18:36:58.876",0.91,1.37,1.85,4,0.228,0.343,0.463
"July 14th 2018, 18:36:48.876",0.89,1.37,1.87,4,0.223,0.343,0.468
"July 14th 2018, 18:36:40.771",0.86,1.38,1.9,4,0.215,0.345,0.475
"July 14th 2018, 18:36:38.876",0.86,1.38,1.9,4,0.215,0.345,0.475
"July 14th 2018, 18:36:28.876",0.92,1.39,1.95,4,0.23,0.348,0.488
"July 14th 2018, 18:36:18.876",0.9,1.39,1.99,4,0.225,0.348,0.498
"July 14th 2018, 18:36:08.876",1.07,1.41,2.05,4,0.268,0.353,0.513
"July 14th 2018, 18:35:58.876",1.26,1.42,2.12,4,0.315,0.355,0.53
"July 14th 2018, 18:35:48.876",1.49,1.44,2.2,4,0.373,0.36,0.55
"July 14th 2018, 18:35:40.771",1.76,1.45,2.27,4,0.44,0.363,0.568
"July 14th 2018, 18:35:38.876",1.76,1.45,2.27,4,0.44,0.363,0.568
"July 14th 2018, 18:35:28.876",2.08,1.47,2.35,4,0.52,0.368,0.588
"July 14th 2018, 18:35:18.876",1.84,1.45,2.31,4,0.46,0.363,0.578
"July 14th 2018, 18:35:08.876",2.08,1.46,2.37,4,0.52,0.365,0.593
"July 14th 2018, 18:34:58.876",2.2,1.46,2.4,4,0.55,0.365,0.6
"July 14th 2018, 18:34:48.876",2.42,1.47,2.45,4,0.605,0.368,0.613
"July 14th 2018, 18:34:40.771",2.86,1.48,2.54,4,0.715,0.37,0.635
"July 14th 2018, 18:34:38.876",2.86,1.48,2.54,4,0.715,0.37,0.635
"July 14th 2018, 18:34:28.876",3.29,1.49,2.61,4,0.823,0.373,0.653
"July 14th 2018, 18:34:18.876",3.81,1.5,2.68,4,0.953,0.375,0.67
"July 14th 2018, 18:34:08.876",4.5,1.52,2.77,4,1.125,0.38,0.693
"July 14th 2018, 18:33:58.876",5.32,1.54,2.87,4,1.33,0.385,0.718
"July 14th 2018, 18:33:48.876",6.28,1.56,2.96,4,1.57,0.39,0.74
"July 14th 2018, 18:33:40.771",7.42,1.57,3.06,4,1.855,0.393,0.765
"July 14th 2018, 18:33:38.876",7.42,1.57,3.06,4,1.855,0.393,0.765
"July 14th 2018, 18:33:28.876",8.4,1.57,3.1,4,2.1,0.393,0.775
"July 14th 2018, 18:33:18.876",9.93,1.59,3.21,4,2.483,0.398,0.803
"July 14th 2018, 18:33:08.876",9.1,1.45,2.82,4,2.275,0.363,0.705
"July 14th 2018, 18:32:58.876",6.48,1.21,2.12,4,1.62,0.303,0.53
"July 14th 2018, 18:32:48.876",2.94,0.95,1.33,4,0.735,0.238,0.333
"July 14th 2018, 18:32:40.771",0.64,0.79,0.86,4,0.16,0.198,0.215
"July 14th 2018, 18:32:38.876",0.64,0.79,0.86,4,0.16,0.198,0.215
"July 14th 2018, 18:32:28.876",0.58,0.79,0.86,4,0.145,0.198,0.215
"July 14th 2018, 18:32:18.876",0.51,0.79,0.85,4,0.128,0.198,0.213
"July 14th 2018, 18:32:08.876",0.61,0.8,0.88,4,0.153,0.2,0.22
"July 14th 2018, 18:31:58.876",0.72,0.81,0.91,4,0.18,0.203,0.228
"July 14th 2018, 18:31:48.876",0.85,0.82,0.95,4,0.213,0.205,0.238
"July 14th 2018, 18:31:40.771",0.81,0.81,0.94,4,0.203,0.203,0.235
"July 14th 2018, 18:31:38.876",0.81,0.81,0.94,4,0.203,0.203,0.235
"July 14th 2018, 18:31:28.876",0.96,0.82,0.98,4,0.24,0.205,0.245
"July 14th 2018, 18:31:18.876",1.04,0.83,0.99,4,0.26,0.208,0.248
"July 14th 2018, 18:31:08.876",0.96,0.82,0.97,4,0.24,0.205,0.243
"July 14th 2018, 18:30:58.876",1.04,0.82,0.99,4,0.26,0.205,0.248
"July 14th 2018, 18:30:48.876",0.44,0.78,0.87,4,0.11,0.195,0.218
"July 14th 2018, 18:30:40.771",0.52,0.79,0.9,4,0.13,0.198,0.225
"July 14th 2018, 18:30:38.876",0.52,0.79,0.9,4,0.13,0.198,0.225
"July 14th 2018, 18:30:28.876",0.52,0.8,0.92,4,0.13,0.2,0.23
"July 14th 2018, 18:30:18.876",0.62,0.8,0.95,4,0.155,0.2,0.238
"July 14th 2018, 18:30:08.876",0.47,0.8,0.93,4,0.118,0.2,0.233
"July 14th 2018, 18:29:58.876",0.56,0.81,0.96,4,0.14,0.203,0.24
"July 14th 2018, 18:29:48.876",0.57,0.81,0.98,4,0.143,0.203,0.245
"July 14th 2018, 18:29:40.771",0.67,0.82,1.01,4,0.168,0.205,0.253
"July 14th 2018, 18:29:38.876",0.67,0.82,1.01,4,0.168,0.205,0.253
"July 14th 2018, 18:29:28.876",0.79,0.83,1.05,4,0.198,0.208,0.263
"July 14th 2018, 18:29:18.876",0.93,0.84,1.08,4,0.233,0.21,0.27
"July 14th 2018, 18:29:08.876",1.01,0.84,1.1,4,0.253,0.21,0.275
"July 14th 2018, 18:28:58.876",1.1,0.84,1.12,4,0.275,0.21,0.28
"July 14th 2018, 18:28:48.876",1.2,0.85,1.14,4,0.3,0.213,0.285
"July 14th 2018, 18:28:40.771",1.33,0.85,1.17,4,0.333,0.213,0.293
"July 14th 2018, 18:28:38.876",1.33,0.85,1.17,4,0.333,0.213,0.293
"July 14th 2018, 18:28:28.876",1.39,0.85,1.17,4,0.348,0.213,0.293
"July 14th 2018, 18:28:18.876",1.55,0.85,1.2,4,0.388,0.213,0.3
"July 14th 2018, 18:28:08.876",1.56,0.85,1.19,4,0.39,0.213,0.298
"July 14th 2018, 18:27:58.876",1.75,0.85,1.21,4,0.438,0.213,0.303
"July 14th 2018, 18:27:48.876",1.7,0.84,1.18,4,0.425,0.21,0.295
"July 14th 2018, 18:27:40.771",2.01,0.85,1.22,4,0.503,0.213,0.305
"July 14th 2018, 18:27:38.876",2.01,0.85,1.22,4,0.503,0.213,0.305
"July 14th 2018, 18:27:28.876",2.28,0.85,1.25,4,0.57,0.213,0.313
"July 14th 2018, 18:27:18.876",2.7,0.86,1.29,4,0.675,0.215,0.323
"July 14th 2018, 18:27:08.876",1.58,0.78,1.04,4,0.395,0.195,0.26
"July 14th 2018, 18:26:58.876",1.69,0.78,1.04,4,0.423,0.195,0.26
"July 14th 2018, 18:26:48.876",2,0.79,1.08,4,0.5,0.198,0.27
"July 14th 2018, 18:26:40.771",2.37,0.79,1.12,4,0.593,0.198,0.28
"July 14th 2018, 18:26:38.876",2.37,0.79,1.12,4,0.593,0.198,0.28
"July 14th 2018, 18:26:28.876",2.8,0.8,1.16,4,0.7,0.2,0.29
"July 14th 2018, 18:26:18.876",3.21,0.81,1.18,4,0.803,0.203,0.295
"July 14th 2018, 18:26:08.876",3.54,0.8,1.17,4,0.885,0.2,0.293
"July 14th 2018, 18:25:58.876",2.25,0.69,0.84,4,0.563,0.173,0.21
"July 14th 2018, 18:25:48.876",1.07,0.6,0.56,4,0.268,0.15,0.14
"July 14th 2018, 18:25:40.771",1.26,0.6,0.58,4,0.315,0.15,0.145
"July 14th 2018, 18:25:38.876",1.26,0.6,0.58,4,0.315,0.15,0.145
"July 14th 2018, 18:25:28.876",0.36,0.54,0.39,4,0.09,0.135,0.098
"July 14th 2018, 18:25:18.876",0.43,0.55,0.41,4,0.108,0.138,0.103
"July 14th 2018, 18:25:08.876",0.32,0.55,0.39,4,0.08,0.138,0.098
"July 14th 2018, 18:24:58.876",0.28,0.55,0.38,4,0.07,0.138,0.095
"July 14th 2018, 18:24:48.876",0.33,0.55,0.4,4,0.083,0.138,0.1
"July 14th 2018, 18:24:40.771",0.29,0.55,0.39,4,0.073,0.138,0.098
"July 14th 2018, 18:24:38.876",0.29,0.55,0.39,4,0.073,0.138,0.098
"July 14th 2018, 18:24:28.876",0.35,0.56,0.41,4,0.088,0.14,0.103
"July 14th 2018, 18:24:18.876",0.22,0.56,0.39,4,0.055,0.14,0.098
"July 14th 2018, 18:24:08.876",0.26,0.56,0.4,4,0.065,0.14,0.1
"July 14th 2018, 18:23:58.876",0.22,0.56,0.4,4,0.055,0.14,0.1
"July 14th 2018, 18:23:48.876",0.26,0.57,0.41,4,0.065,0.143,0.103
"July 14th 2018, 18:23:40.771",0.3,0.58,0.42,4,0.075,0.145,0.105
"July 14th 2018, 18:23:38.876",0.3,0.58,0.42,4,0.075,0.145,0.105
"July 14th 2018, 18:23:28.876",0.36,0.59,0.44,4,0.09,0.148,0.11
"July 14th 2018, 18:23:18.876",0.42,0.59,0.45,4,0.105,0.148,0.113
"July 14th 2018, 18:23:08.876",0.5,0.6,0.47,4,0.125,0.15,0.118
"July 14th 2018, 18:22:58.876",0.24,0.58,0.42,4,0.06,0.145,0.105
"July 14th 2018, 18:22:48.876",0.28,0.59,0.43,4,0.07,0.148,0.108
"July 14th 2018, 18:22:40.771",0.33,0.6,0.45,4,0.083,0.15,0.113
"July 14th 2018, 18:22:38.876",0.33,0.6,0.45,4,0.083,0.15,0.113
"July 14th 2018, 18:22:28.876",0.39,0.6,0.46,4,0.098,0.15,0.115
"July 14th 2018, 18:22:18.876",0.46,0.61,0.48,4,0.115,0.153,0.12
"July 14th 2018, 18:22:08.876",0.55,0.62,0.5,4,0.138,0.155,0.125
"July 14th 2018, 18:21:58.876",0.65,0.62,0.52,4,0.163,0.155,0.13
"July 14th 2018, 18:21:48.876",0.77,0.63,0.53,4,0.193,0.158,0.133
"July 14th 2018, 18:21:40.771",0.63,0.62,0.5,4,0.158,0.155,0.125
"July 14th 2018, 18:21:38.876",0.63,0.62,0.5,4,0.158,0.155,0.125
"July 14th 2018, 18:21:28.876",0.66,0.62,0.5,4,0.165,0.155,0.125
"July 14th 2018, 18:21:18.876",0.69,0.62,0.5,4,0.173,0.155,0.125
"July 14th 2018, 18:21:08.876",0.72,0.62,0.5,4,0.18,0.155,0.125
"July 14th 2018, 18:20:58.876",0.76,0.62,0.5,4,0.19,0.155,0.125
"July 14th 2018, 18:20:48.876",0.64,0.62,0.47,4,0.16,0.155,0.118
"July 14th 2018, 18:20:40.771",0.4,0.6,0.41,4,0.1,0.15,0.103
"July 14th 2018, 18:20:38.876",0.4,0.6,0.41,4,0.1,0.15,0.103
"July 14th 2018, 18:20:28.876",0.47,0.61,0.43,4,0.118,0.153,0.108
"July 14th 2018, 18:20:18.876",0.19,0.59,0.37,4,0.048,0.148,0.093
"July 14th 2018, 18:20:08.876",0.13,0.59,0.37,4,0.033,0.148,0.093
"July 14th 2018, 18:19:58.876",0.15,0.6,0.38,4,0.038,0.15,0.095
"July 14th 2018, 18:19:48.876",0.18,0.61,0.4,4,0.045,0.153,0.1
"July 14th 2018, 18:19:40.771",0.21,0.61,0.41,4,0.053,0.153,0.103
"July 14th 2018, 18:19:38.876",0.21,0.61,0.41,4,0.053,0.153,0.103
"July 14th 2018, 18:19:28.876",0.17,0.61,0.41,4,0.043,0.153,0.103
"July 14th 2018, 18:19:18.876",0.2,0.62,0.42,4,0.05,0.155,0.105
"July 14th 2018, 18:19:08.876",0.23,0.63,0.44,4,0.058,0.158,0.11
"July 14th 2018, 18:18:58.876",0.18,0.63,0.43,4,0.045,0.158,0.108
"July 14th 2018, 18:18:48.876",0.21,0.63,0.45,4,0.053,0.158,0.113
"July 14th 2018, 18:18:40.771",0.25,0.64,0.46,4,0.063,0.16,0.115
"July 14th 2018, 18:18:38.876",0.25,0.64,0.46,4,0.063,0.16,0.115
"July 14th 2018, 18:18:28.876",0.3,0.65,0.48,4,0.075,0.163,0.12
"July 14th 2018, 18:18:18.876",0.36,0.66,0.5,4,0.09,0.165,0.125
"July 14th 2018, 18:18:08.876",0.42,0.67,0.52,4,0.105,0.168,0.13
"July 14th 2018, 18:17:58.876",0.5,0.67,0.53,4,0.125,0.168,0.133
"July 14th 2018, 18:17:48.876",0.41,0.67,0.52,4,0.103,0.168,0.13
"July 14th 2018, 18:17:40.771",0.49,0.68,0.54,4,0.123,0.17,0.135
"July 14th 2018, 18:17:38.876",0.49,0.68,0.54,4,0.123,0.17,0.135
"July 14th 2018, 18:17:28.876",0.48,0.68,0.54,4,0.12,0.17,0.135
"July 14th 2018, 18:17:18.876",0.57,0.69,0.56,4,0.143,0.173,0.14
"July 14th 2018, 18:17:08.876",0.68,0.7,0.57,4,0.17,0.175,0.143
"July 14th 2018, 18:16:58.876",0.63,0.69,0.56,4,0.158,0.173,0.14
"July 14th 2018, 18:16:48.876",0.74,0.7,0.58,4,0.185,0.175,0.145
"July 14th 2018, 18:16:40.771",0.87,0.71,0.6,4,0.218,0.178,0.15
"July 14th 2018, 18:16:38.876",0.87,0.71,0.6,4,0.218,0.178,0.15
"July 14th 2018, 18:16:28.876",1.03,0.72,0.62,4,0.258,0.18,0.155
"July 14th 2018, 18:16:18.876",0.76,0.7,0.56,4,0.19,0.175,0.14
"July 14th 2018, 18:16:08.876",0.71,0.69,0.54,4,0.178,0.173,0.135
"July 14th 2018, 18:15:58.876",0.65,0.69,0.53,4,0.163,0.173,0.133
"July 14th 2018, 18:15:48.876",0.6,0.69,0.51,4,0.15,0.173,0.128
"July 14th 2018, 18:15:40.771",0.45,0.68,0.48,4,0.113,0.17,0.12
"July 14th 2018, 18:15:38.876",0.45,0.68,0.48,4,0.113,0.17,0.12
"July 14th 2018, 18:15:28.876",0.53,0.68,0.49,4,0.133,0.17,0.123
"July 14th 2018, 18:15:18.876",0.43,0.68,0.48,4,0.108,0.17,0.12
"July 14th 2018, 18:15:08.876",0.43,0.68,0.47,4,0.108,0.17,0.118
"July 14th 2018, 18:14:58.876",0.5,0.69,0.49,4,0.125,0.173,0.123
"July 14th 2018, 18:14:48.876",0.31,0.68,0.46,4,0.078,0.17,0.115
"July 14th 2018, 18:14:40.771",0.28,0.68,0.46,4,0.07,0.17,0.115
"July 14th 2018, 18:14:38.876",0.28,0.68,0.46,4,0.07,0.17,0.115
"July 14th 2018, 18:14:28.876",0.33,0.69,0.47,4,0.083,0.173,0.118
"July 14th 2018, 18:14:18.876",0.39,0.7,0.49,4,0.098,0.175,0.123
"July 14th 2018, 18:14:08.876",0.47,0.71,0.51,4,0.118,0.178,0.128
"July 14th 2018, 18:13:58.876",0.55,0.72,0.52,4,0.138,0.18,0.13
"July 14th 2018, 18:13:48.876",0.37,0.71,0.49,4,0.093,0.178,0.123
"July 14th 2018, 18:13:40.771",0.44,0.71,0.51,4,0.11,0.178,0.128
"July 14th 2018, 18:13:38.876",0.44,0.71,0.51,4,0.11,0.178,0.128
"July 14th 2018, 18:13:28.876",0.25,0.7,0.47,4,0.063,0.175,0.118
"July 14th 2018, 18:13:18.876",0.2,0.71,0.47,4,0.05,0.178,0.118
"July 14th 2018, 18:13:08.876",0.23,0.71,0.49,4,0.058,0.178,0.123
"July 14th 2018, 18:12:58.876",0.28,0.72,0.5,4,0.07,0.18,0.125
"July 14th 2018, 18:12:48.876",0.23,0.72,0.5,4,0.058,0.18,0.125
